"(-0.0079000000000000008, 0.2452, 0.30480000000000002, -0.48559999999999998, -0.3644)",[ 3.5833 -0.5635  0.25  ]
"(-0.018700000000000001, -0.40039999999999998, -0.27329999999999999, -0.2165, 0.29089999999999999)",[ 3.3706 -0.8995  0.25  ]
"(-0.0154, 0.032500000000000001, -0.27929999999999999, 0.1678, 0.183)",[ 3.6716  0.2826  0.25  ]
"(-0.1605, -0.045199999999999997, 0.46410000000000001, 0.35189999999999999, -0.35489999999999999)",[ 3.5349 -0.1434  0.25  ]
"(0.028299999999999999, 0.2606, 0.28039999999999998, 0.097100000000000006, 0.11070000000000001)",[ 3.1943  1.5611  0.25  ]
"(-0.36030000000000001, 0.20499999999999999, 0.16389999999999999, -0.48780000000000001, -0.074300000000000005)",[ 3.5774 -0.1726  0.25  ]
"(0.43940000000000001, 0.0717, -0.2555, 0.20660000000000001, 0.070199999999999999)",[ 3.6117  0.4187  0.25  ]
"(0.45029999999999998, -0.21679999999999999, 0.35370000000000001, -0.055199999999999999, 0.23280000000000001)",[ 3.4659  0.9807  0.25  ]
"(-0.17399999999999999, -0.46579999999999999, -0.2954, 0.31309999999999999, -0.0061000000000000004)",[ 3.2555 -1.4254  0.25  ]
"(-0.439, 0.46789999999999998, 0.31769999999999998, 0.15720000000000001, 0.068099999999999994)",[ 2.9529  1.806   0.25  ]
"(0.1133, -0.183, -0.2432, -0.37290000000000001, -0.48270000000000002)",[ 2.395  -2.4468  0.25  ]
"(-0.0012999999999999999, 0.314, -0.41670000000000001, -0.46879999999999999, 0.27439999999999998)",[ 3.4892  0.2314  0.25  ]
"(-0.26579999999999998, 0.40339999999999998, 0.27300000000000002, 0.27189999999999998, -0.1265)",[ 3.2917  1.2077  0.25  ]
"(-0.22040000000000001, 0.10730000000000001, -0.14299999999999999, 0.35630000000000001, -0.34239999999999998)",[ 3.5777 -0.8023  0.25  ]
"(0.10929999999999999, 0.42009999999999997, 0.35949999999999999, -0.27000000000000002, 0.41980000000000001)",[ 2.4813  2.4233  0.25  ]
"(-0.062300000000000001, 0.2409, -0.16919999999999999, 0.25969999999999999, 0.26040000000000002)",[ 3.3948  1.338   0.25  ]
"(-0.42609999999999998, -0.2792, 0.0091999999999999998, 0.0066, 0.40129999999999999)",[ 3.6128  0.3583  0.25  ]
"(-0.0147, -0.50190000000000001, 0.0085000000000000006, -0.31969999999999998, 0.1484)",[ 3.3788 -1.0671  0.25  ]
"(-0.059700000000000003, 0.1011, -0.038600000000000002, -0.14810000000000001, 0.47089999999999999)",[ 3.3354  1.4875  0.25  ]
"(0.19650000000000001, 0.123, -0.29820000000000002, 0.36919999999999997, 0.45400000000000001)",[ 3.2343  1.5973  0.25  ]
"(0.34110000000000001, 0.15210000000000001, 0.48130000000000001, -0.128, 0.24179999999999999)",[ 2.9763  1.8384  0.25  ]
"(0.3639, -0.48420000000000002, -0.1545, -0.49430000000000002, 0.316)",[ 3.3517 -0.8338  0.25  ]
"(-0.37259999999999999, -0.1633, 0.46850000000000003, 0.27179999999999999, -0.14419999999999999)",[ 3.5796  0.1887  0.25  ]
"(0.4627, 0.1232, 0.35270000000000001, -0.4768, -0.32719999999999999)",[ 3.5908 -0.4897  0.25  ]
"(0.090499999999999997, -0.032800000000000003, 0.4168, 0.496, -0.34250000000000003)",[ 3.4214  0.1681  0.25  ]
"(-0.098299999999999998, -0.47289999999999999, 0.4768, 0.23619999999999999, 0.44729999999999998)",[ 3.3204  1.3138  0.25  ]
"(0.0016000000000000001, -0.37240000000000001, -0.35139999999999999, 0.39560000000000001, -0.13289999999999999)",[ 3.21   -1.5509  0.25  ]
"(0.24629999999999999, -0.34549999999999997, 0.0048999999999999998, 0.093700000000000006, 0.094299999999999995)",[ 3.6402 -0.3759  0.25  ]
"(0.34179999999999999, 0.43070000000000003, -0.45889999999999997, 0.031899999999999998, -0.45950000000000002)",[ 3.4731 -1.0181  0.25  ]
"(-0.1353, -0.23669999999999999, -0.28670000000000001, 0.1439, -0.066500000000000004)",[ 3.4177 -1.1888  0.25  ]
"(0.4899, -0.4168, -0.35670000000000002, 0.063399999999999998, 0.41299999999999998)",[ 3.5522 -0.1006  0.25  ]
"(0.071300000000000002, 0.3538, 0.2039, 0.14360000000000001, 0.434)",[ 2.4012  2.4767  0.25  ]
"(-0.38069999999999998, -0.4415, 0.36799999999999999, -0.36309999999999998, 0.048800000000000003)",[ 3.4557 -0.8739  0.25  ]
"(-0.046699999999999998, 0.23549999999999999, -0.40489999999999998, -0.28449999999999998, -0.26440000000000002)",[ 3.3068 -1.2939  0.25  ]
"(-0.47049999999999997, 0.1694, 0.49930000000000002, -0.27029999999999998, 0.45910000000000001)",[ 2.8338  2.0638  0.25  ]
"(-0.14099999999999999, 0.14929999999999999, 0.10929999999999999, -0.1411, -0.1004)",[ 3.6846  0.0821  0.25  ]
"(-0.19350000000000001, 0.41210000000000002, 0.46110000000000001, -0.42099999999999999, -0.22739999999999999)",[ 3.5292  0.493   0.25  ]
"(0.1241, 0.1053, -0.25509999999999999, 0.27579999999999999, -0.014500000000000001)",[ 3.6683  0.1584  0.25  ]
"(0.4214, -0.37880000000000003, -0.1384, -0.45760000000000001, 0.33100000000000002)",[ 3.495 -0.457  0.25 ]
"(-0.045600000000000002, 0.035299999999999998, -0.095299999999999996, -0.2046, 0.42509999999999998)",[ 3.5162  0.987   0.25  ]
"(0.0022000000000000001, 0.38640000000000002, -0.373, -0.083000000000000004, -0.20300000000000001)",[ 3.6318 -0.3957  0.25  ]
"(-0.021499999999999998, -0.38729999999999998, -0.46710000000000002, 0.073400000000000007, -0.047600000000000003)",[ 2.9648 -1.7789  0.25  ]
"(-0.3967, 0.098199999999999996, 0.088599999999999998, -0.14999999999999999, 0.2482)",[ 3.5197  0.9528  0.25  ]
"(-0.38969999999999999, 0.3891, -0.02, 0.26929999999999998, -0.040599999999999997)",[ 3.4684  0.9983  0.25  ]
"(0.019699999999999999, -0.40860000000000002, 0.1406, -0.3886, 0.081100000000000005)",[ 3.4343 -1.0056  0.25  ]
"(0.012699999999999999, -0.29380000000000001, -0.22270000000000001, -0.38009999999999999, 0.4456)",[ 3.52   -0.0716  0.25  ]
"(0.21890000000000001, 0.28260000000000002, 0.22220000000000001, 0.17080000000000001, -0.077600000000000002)",[ 3.3732  1.0847  0.25  ]
"(0.22839999999999999, -0.19109999999999999, -0.1013, 0.25800000000000001, 0.2094)",[ 3.6304  0.4311  0.25  ]
"(0.086699999999999999, 0.39000000000000001, -0.098299999999999998, 0.34420000000000001, -0.20039999999999999)",[ 3.5175  0.6842  0.25  ]
"(0.073400000000000007, 0.1094, 0.19789999999999999, 0.46560000000000001, 0.21990000000000001)",[ 3.0193  1.7135  0.25  ]
"(0.094899999999999998, 0.38109999999999999, 0.40999999999999998, -0.22259999999999999, -0.4178)",[ 3.5824  0.0663  0.25  ]
"(0.2505, -0.38819999999999999, 0.0722, 0.30280000000000001, 0.27160000000000001)",[ 3.5881  0.4839  0.25  ]
"(0.070800000000000002, 0.072599999999999998, -0.077600000000000002, 0.12180000000000001, 0.29270000000000002)",[ 3.5008  1.1168  0.25  ]
"(-0.38590000000000002, 0.4995, -0.0015, -0.1938, -0.15939999999999999)",[ 3.6025  0.2604  0.25  ]
"(0.023900000000000001, 0.046899999999999997, -0.26179999999999998, 0.16089999999999999, 0.33579999999999999)",[ 3.5294  1.0142  0.25  ]
"(0.34549999999999997, 0.0070000000000000001, 0.108, 0.060299999999999999, 0.17660000000000001)",[ 3.4597  1.085   0.25  ]
"(-0.21490000000000001, 0.19189999999999999, -0.069500000000000006, 0.028000000000000001, -0.067799999999999999)",[ 3.689   0.0155  0.25  ]
"(0.23699999999999999, -0.1779, 0.092799999999999994, 0.21440000000000001, 0.22170000000000001)",[ 3.5531  0.7947  0.25  ]
"(-0.2462, 0.51539999999999997, -0.19409999999999999, 0.11559999999999999, 0.28449999999999998)",[ 3.1431  1.7424  0.25  ]
"(-0.20000000000000001, 0.44359999999999999, -0.045100000000000001, -0.086900000000000005, -0.24360000000000001)",[ 3.6562  0.007   0.25  ]
"(0.23369999999999999, 0.21099999999999999, 0.2104, -0.036600000000000001, 0.31159999999999999)",[ 3.0024  1.915   0.25  ]
"(-0.28399999999999997, -0.41620000000000001, 0.093899999999999997, 0.18329999999999999, 0.16350000000000001)",[ 3.6454 -0.2934  0.25  ]
"(-0.38619999999999999, -0.15920000000000001, 0.46949999999999997, -0.089499999999999996, 0.16159999999999999)",[ 3.5757  0.663   0.25  ]
"(-0.33139999999999997, 0.44840000000000002, 0.37790000000000001, -0.433, 0.38869999999999999)",[ 2.7132  2.1572  0.25  ]
"(-0.23830000000000001, -0.20649999999999999, -0.4269, 0.041599999999999998, -0.31640000000000001)",[ 2.6926 -2.171   0.25  ]
"(-0.22009999999999999, -0.34350000000000003, 0.45600000000000002, 0.17519999999999999, -0.32319999999999999)",[ 3.4824 -0.9639  0.25  ]
"(-0.1119, -0.34039999999999998, -0.22059999999999999, -0.51119999999999999, 0.24030000000000001)",[ 3.2329 -1.0051  0.25  ]
"(-0.1285, -0.49459999999999998, -0.0149, 0.0035000000000000001, -0.17460000000000001)",[ 3.0415 -1.842   0.25  ]
"(0.34039999999999998, 0.021899999999999999, -0.19839999999999999, 0.021000000000000001, -0.34760000000000002)",[ 3.4368 -1.2266  0.25  ]
"(-0.1429, -0.3044, -0.2039, -0.32319999999999999, -0.19439999999999999)",[ 2.8184 -1.9661  0.25  ]
"(-0.074499999999999997, 0.31090000000000001, 0.1202, 0.1484, 0.4012)",[ 2.8319  2.1499  0.25  ]
"(0.1103, -0.0281, 0.42199999999999999, 0.502, -0.3382)",[ 3.4083  0.2093  0.25  ]
"(-0.13750000000000001, -0.098000000000000004, -0.0076, -0.2979, -0.41789999999999999)",[ 3.0673 -1.8521  0.25  ]
"(0.46300000000000002, 0.29480000000000001, 0.38550000000000001, 0.40749999999999997, -0.38519999999999999)",[ 3.1174  0.8337  0.25  ]
"(-0.2621, 0.29409999999999997, -0.32429999999999998, -0.0085000000000000006, -0.2167)",[ 3.5703 -0.711   0.25  ]
"(0.1011, -0.22459999999999999, -0.033700000000000001, 0.098500000000000004, 0.045100000000000001)",[ 3.6752 -0.2663  0.25  ]
"(-0.0074999999999999997, -0.40150000000000002, -0.27100000000000002, 0.47889999999999999, -0.112)",[ 3.336  -1.3061  0.25  ]
"(-0.0057000000000000002, -0.25130000000000002, 0.29970000000000002, -0.48799999999999999, -0.37219999999999998)",[ 3.1533 -1.7005  0.25  ]
"(0.17810000000000001, 0.1817, 0.44369999999999998, 0.2762, -0.079200000000000007)",[ 3.118   1.3495  0.25  ]
"(-0.28299999999999997, 0.33779999999999999, 0.47720000000000001, 0.027699999999999999, -0.3725)",[ 3.5152  0.38    0.25  ]
"(0.16950000000000001, 0.090999999999999998, 0.22140000000000001, 0.43080000000000002, 0.1502)",[ 3.1207  1.5299  0.25  ]
"(0.4093, 0.092299999999999993, -0.42749999999999999, 0.3831, -0.077899999999999997)",[ 3.605  -0.1864  0.25  ]
"(-0.10249999999999999, 0.34489999999999998, -0.41460000000000002, -0.035799999999999998, -0.48530000000000001)",[ 3.2486 -1.5486  0.25  ]
"(-0.2848, 0.32319999999999999, 0.21299999999999999, 0.14330000000000001, 0.40350000000000003)",[ 2.6052  2.3329  0.25  ]
"(-0.2576, -0.22489999999999999, -0.42549999999999999, -0.44429999999999997, -0.31459999999999999)",[ 2.1627 -2.3345  0.25  ]
"(-0.012500000000000001, -0.3866, -0.46600000000000003, 0.46489999999999998, -0.047100000000000003)",[ 3.2606 -1.382   0.25  ]
"(-0.44550000000000001, 0.41949999999999998, 0.49859999999999999, -0.2034, 0.3402)",[ 2.5899  2.2455  0.25  ]
"(-0.4556, 0.3352, -0.18579999999999999, -0.24479999999999999, -0.125)",[ 3.5491 -0.4294  0.25  ]
"(0.27160000000000001, -0.37769999999999998, 0.48180000000000001, -0.17780000000000001, -0.29799999999999999)",[ 3.4305 -1.152   0.25  ]
"(0.16439999999999999, 0.31969999999999998, 0.1588, 0.33650000000000002, 0.31069999999999998)",[ 2.6406  2.1863  0.25  ]
"(-0.2596, -0.1139, -0.43390000000000001, 0.26690000000000003, 0.39650000000000002)",[ 3.599   0.4646  0.25  ]
"(0.12039999999999999, -0.061499999999999999, 0.17849999999999999, -0.49080000000000001, -0.1711)",[ 3.5329 -0.865   0.25  ]
"(0.3332, -0.23749999999999999, -0.057000000000000002, -0.2762, 0.41210000000000002)",[ 3.6078  0.4643  0.25  ]
"(-0.44719999999999999, -0.077499999999999999, -0.1573, -0.067500000000000004, -0.42730000000000001)",[ 2.9452 -1.9698  0.25  ]
"(0.071400000000000005, -0.19900000000000001, -0.4486, -0.1978, 0.43070000000000003)",[ 3.5141 -0.1282  0.25  ]
"(0.309, -0.4718, -0.32119999999999999, 0.13830000000000001, 0.18859999999999999)",[ 3.4688 -0.8136  0.25  ]
"(-0.113, 0.041399999999999999, 0.50149999999999995, 0.26090000000000002, -0.48930000000000001)",[ 3.5088 -0.2981  0.25  ]
"(-0.1055, -0.20319999999999999, -0.21290000000000001, -0.10199999999999999, 0.44690000000000002)",[ 3.6021  0.3738  0.25  ]
"(-0.3896, 0.45429999999999998, -0.37680000000000002, 0.31180000000000002, -0.3448)",[ 3.6014 -0.507   0.25  ]
"(-0.2283, 0.32100000000000001, -0.31850000000000001, -0.2389, -0.30880000000000002)",[ 3.4298 -1.054   0.25  ]
"(0.33539999999999998, 0.27510000000000001, -0.47510000000000002, -0.45419999999999999, -0.41470000000000001)",[ 3.0244 -1.7183  0.25  ]
"(0.39910000000000001, -0.21340000000000001, -0.073099999999999998, -0.0144, -0.083599999999999994)",[ 3.5561 -0.8205  0.25  ]
"(0.12709999999999999, 0.1145, -0.15620000000000001, 0.46200000000000002, 0.1047)",[ 3.518   0.8369  0.25  ]
"(0.039399999999999998, -0.50600000000000001, 0.30470000000000003, -0.2432, -0.2467)",[ 3.1913 -1.6573  0.25  ]
"(-0.26960000000000001, -0.0149, -0.22409999999999999, 0.087900000000000006, 0.25490000000000002)",[ 3.6409  0.4737  0.25  ]
"(0.097600000000000006, 0.2051, 0.1231, 0.39069999999999999, 0.33610000000000001)",[ 2.8268  2.0316  0.25  ]
"(-0.1973, 0.22020000000000001, 0.36909999999999998, 0.3569, 0.2208)",[ 2.8005  1.9848  0.25  ]
"(0.023599999999999999, 0.25259999999999999, -0.33629999999999999, 0.47270000000000001, 0.1028)",[ 3.4892  0.9565  0.25  ]
"(-0.30520000000000003, 0.3639, -0.15570000000000001, 0.26400000000000001, 0.30409999999999998)",[ 3.1557  1.7397  0.25  ]
"(0.2334, -0.4743, 0.47510000000000002, -0.24210000000000001, 0.035900000000000001)",[ 3.6214 -0.3407  0.25  ]
"(-0.065600000000000006, 0.23519999999999999, 0.3241, 0.25519999999999998, 0.15490000000000001)",[ 3.0165  1.764   0.25  ]
"(0.44030000000000002, 0.3634, 0.064100000000000004, -0.29370000000000002, -0.15659999999999999)",[ 3.586   0.5138  0.25  ]
"(0.1406, -0.44190000000000002, 0.30840000000000001, 0.046800000000000001, -0.152)",[ 3.4988 -0.9973  0.25  ]
"(-0.47589999999999999, 0.48049999999999998, 0.29949999999999999, 0.2465, 0.48209999999999997)",[ 1.976   2.6874  0.25  ]
"(-0.0596, 0.096500000000000002, -0.041500000000000002, -0.1502, 0.19600000000000001)",[ 3.6241  0.6514  0.25  ]
"(0.088700000000000001, -0.047399999999999998, 0.11210000000000001, 0.12239999999999999, 0.32290000000000002)",[ 3.4071  1.3125  0.25  ]
"(-0.34229999999999999, -0.1346, 0.0659, 0.50429999999999997, -0.22489999999999999)",[ 3.59   -0.5458  0.25  ]
"(0.4773, -0.32700000000000001, 0.47220000000000001, 0.1903, -0.307)",[ 3.4552 -0.5909  0.25  ]
"(0.18920000000000001, -0.35020000000000001, 0.44929999999999998, -0.070300000000000001, -0.1203)",[ 3.6084 -0.495   0.25  ]
"(0.2127, -0.064600000000000005, -0.34520000000000001, -0.30480000000000002, -0.1643)",[ 3.2052 -1.4942  0.25  ]
"(-0.38109999999999999, -0.371, 0.098699999999999996, -0.33100000000000002, 0.1686)",[ 3.4458 -0.776   0.25  ]
"(0.49340000000000001, -0.33129999999999998, 0.089399999999999993, 0.35970000000000002, -0.1118)",[ 3.5256 -0.4043  0.25  ]
"(-0.311, 0.12230000000000001, 0.30159999999999998, -0.50560000000000005, 0.47270000000000001)",[ 3.1617  1.627   0.25  ]
"(0.45550000000000002, -0.4723, 0.3876, 0.13769999999999999, -0.43219999999999997)",[ 3.2222 -1.4258  0.25  ]
"(-0.0114, -0.15379999999999999, 0.015800000000000002, -0.38490000000000002, -0.27339999999999998)",[ 3.1943 -1.6181  0.25  ]
"(-0.14899999999999999, -0.42180000000000001, -0.42209999999999998, 0.20730000000000001, -0.33150000000000002)",[ 2.455  -2.3887  0.25  ]
"(-0.26000000000000001, 0.35620000000000002, -0.25430000000000003, 0.14460000000000001, 0.41660000000000003)",[ 3.163   1.7541  0.25  ]
"(-0.14280000000000001, -0.0015, -0.0023, 0.50849999999999995, 0.13819999999999999)",[ 3.5069  0.885   0.25  ]
"(0.29409999999999997, -0.34139999999999998, 0.17949999999999999, 0.0218, 0.26779999999999998)",[ 3.6092  0.565   0.25  ]
"(0.18720000000000001, 0.23200000000000001, 0.25119999999999998, 0.43930000000000002, 0.43230000000000002)",[ 2.2481  2.4385  0.25  ]
"(-0.4123, -0.43459999999999999, 0.35570000000000002, 0.16550000000000001, 0.2051)",[ 3.6336  0.2049  0.25  ]
"(0.223, 0.23810000000000001, 0.47689999999999999, -0.38500000000000001, 0.0083999999999999995)",[ 3.4081  1.0943  0.25  ]
"(0.10730000000000001, -0.4773, -0.31540000000000001, 0.46529999999999999, 0.17199999999999999)",[ 3.5231 -0.6128  0.25  ]
"(0.041099999999999998, 0.1079, 0.30709999999999998, 0.12590000000000001, -0.24160000000000001)",[ 3.6077  0.2122  0.25  ]
"(0.28739999999999999, -0.12189999999999999, 0.32769999999999999, 0.44790000000000002, 0.33789999999999998)",[ 2.9131  1.774   0.25  ]
"(0.0654, -0.12939999999999999, -0.13900000000000001, 0.35149999999999998, 0.39040000000000002)",[ 3.4696  1.1183  0.25  ]
"(-0.10920000000000001, 0.37719999999999998, -0.39340000000000003, -0.17530000000000001, 0.1575)",[ 3.5819  0.4546  0.25  ]
"(0.24229999999999999, -0.42970000000000003, 0.0077999999999999996, 0.37509999999999999, -0.17860000000000001)",[ 3.3919 -1.1624  0.25  ]
"(0.191, 0.4526, -0.2172, 0.38219999999999998, -0.158)",[ 3.5269  0.6441  0.25  ]
"(-0.39600000000000002, -0.1341, -0.18429999999999999, -0.16439999999999999, -0.20380000000000001)",[ 3.14   -1.6055  0.25  ]
"(0.45279999999999998, -0.36099999999999999, -0.20269999999999999, -0.094799999999999995, -0.2205)",[ 3.0218 -1.835   0.25  ]
"(-0.41799999999999998, -0.2157, -0.14699999999999999, -0.0373, -0.43509999999999999)",[ 2.6993 -2.2333  0.25  ]
"(0.36770000000000003, 0.40239999999999998, -0.047300000000000002, 0.28320000000000001, -0.4778)",[ 3.541  -0.1212  0.25  ]
"(-0.47270000000000001, -0.1784, 0.23150000000000001, 0.47299999999999998, -0.017999999999999999)",[ 3.5978  0.2461  0.25  ]
"(0.052600000000000001, 0.43730000000000002, -0.052400000000000002, 0.40820000000000001, -0.25269999999999998)",[ 3.4716  0.6971  0.25  ]
"(0.24129999999999999, -0.46960000000000002, 0.40079999999999999, -0.1883, 0.040099999999999997)",[ 3.6213 -0.4075  0.25  ]
"(0.4385, -0.4859, -0.28549999999999998, 0.035400000000000001, -0.38629999999999998)",[ 2.4526 -2.4058  0.25  ]
"(0.26419999999999999, -0.18360000000000001, -0.29430000000000001, -0.29160000000000003, -0.18310000000000001)",[ 3.1043 -1.6761  0.25  ]
"(0.1971, -0.36459999999999998, 0.19650000000000001, 0.36370000000000002, 0.094700000000000006)",[ 3.5947  0.2155  0.25  ]
"(0.13489999999999999, 0.26889999999999997, -0.17000000000000001, 0.1222, -0.42120000000000002)",[ 3.5869 -0.7548  0.25  ]
"(0.1968, 0.094899999999999998, 0.29549999999999998, 0.36270000000000002, -0.44550000000000001)",[ 3.5035 -0.1886  0.25  ]
"(-0.1885, -0.104, 0.0067999999999999996, -0.23100000000000001, -0.2044)",[ 3.4342 -1.1873  0.25  ]
"(0.38080000000000003, -0.48949999999999999, -0.27260000000000001, -0.2079, 0.41930000000000001)",[ 3.4755 -0.4694  0.25  ]
"(0.030300000000000001, 0.30809999999999998, -0.4007, 0.3095, 0.076999999999999999)",[ 3.5933  0.6686  0.25  ]
"(-0.27750000000000002, 0.3357, 0.22559999999999999, 0.20419999999999999, 0.41570000000000001)",[ 2.5536  2.366   0.25  ]
"(0.17100000000000001, -0.2331, -0.25259999999999999, 0.3589, 0.11700000000000001)",[ 3.6418 -0.0932  0.25  ]
"(-0.37540000000000001, 0.21659999999999999, -0.13250000000000001, -0.23050000000000001, 0.32619999999999999)",[ 3.4751  0.9599  0.25  ]
"(0.39660000000000001, -0.019099999999999999, -0.44969999999999999, -0.1414, 0.45119999999999999)",[ 3.5455  0.5329  0.25  ]
"(0.45200000000000001, 0.17169999999999999, 0.37219999999999998, -0.3669, 0.45140000000000002)",[ 2.7781  2.1611  0.25  ]
"(0.044699999999999997, 0.24079999999999999, 0.49969999999999998, -0.4128, -0.43780000000000002)",[ 3.5808 -0.385   0.25  ]
"(0.4294, -0.37040000000000001, -0.12970000000000001, -0.35020000000000001, -0.031099999999999999)",[ 3.2217 -1.4371  0.25  ]
"(0.2384, -0.48480000000000001, 0.43580000000000002, -0.16489999999999999, -0.44519999999999998)",[ 3.0574 -1.8597  0.25  ]
"(0.2089, 0.25080000000000002, -0.4264, 0.28660000000000002, -0.35070000000000001)",[ 3.5571 -0.7761  0.25  ]
"(0.2092, 0.081500000000000003, -0.31809999999999999, -0.44729999999999998, 0.37130000000000002)",[ 3.5361  0.3969  0.25  ]
"(-0.18240000000000001, -0.46139999999999998, 0.4577, 0.48849999999999999, -0.18160000000000001)",[ 3.5012 -0.4812  0.25  ]
"(-0.089300000000000004, 0.43930000000000002, -0.44929999999999998, -0.46060000000000001, 0.43959999999999999)",[ 3.2917  1.1404  0.25  ]
"(0.4375, 0.30070000000000002, -0.1094, -0.089599999999999999, -0.21970000000000001)",[ 3.6522 -0.1006  0.25  ]
"(0.14169999999999999, -0.124, 0.436, 0.4451, 0.1759)",[ 3.0832  1.4696  0.25  ]
"(-0.47220000000000001, -0.041500000000000002, 0.097900000000000001, -0.35170000000000001, -0.081699999999999995)",[ 3.4676 -0.828   0.25  ]
"(0.22969999999999999, 0.43740000000000001, -0.19259999999999999, -0.083099999999999993, 0.087999999999999995)",[ 3.4715  1.0856  0.25  ]
"(0.017100000000000001, -0.32440000000000002, 0.50609999999999999, 0.086300000000000002, 0.1152)",[ 3.5681  0.5732  0.25  ]
"(-0.37719999999999998, 0.46379999999999999, 0.18329999999999999, -0.3372, -0.2656)",[ 3.5883  0.1009  0.25  ]
"(-0.22109999999999999, -0.32779999999999998, 0.32250000000000001, -0.0067000000000000002, 0.081900000000000001)",[ 3.6703 -0.0852  0.25  ]
"(-0.1211, 0.094100000000000003, -0.30659999999999998, -0.43859999999999999, 0.38429999999999997)",[ 3.4948  0.2799  0.25  ]
"(0.23150000000000001, -0.38540000000000002, 0.1153, 0.1166, 0.14410000000000001)",[ 3.6564 -0.0576  0.25  ]
"(0.2218, -0.13900000000000001, 0.43140000000000001, 0.49230000000000002, 0.45069999999999999)",[ 2.5028  2.1573  0.25  ]
"(-0.1409, -0.39050000000000001, -0.34200000000000003, 0.22500000000000001, 0.48039999999999999)",[ 3.5848  0.0433  0.25  ]
"(0.46650000000000003, 0.066100000000000006, -0.23369999999999999, 0.33589999999999998, -0.1336)",[ 3.5985 -0.0609  0.25  ]
"(0.14360000000000001, -0.42449999999999999, 0.1351, 0.087400000000000005, -0.45419999999999999)",[ 2.9842 -1.9945  0.25  ]
"(-0.24879999999999999, -0.32440000000000002, -0.13420000000000001, -0.1042, 0.45529999999999998)",[ 3.5878  0.1365  0.25  ]
"(-0.41410000000000002, 0.070300000000000001, -0.2291, 0.061800000000000001, 0.40000000000000002)",[ 3.5109  0.9483  0.25  ]
"(0.098599999999999993, -0.1275, 0.16270000000000001, -0.2268, 0.33229999999999998)",[ 3.5817  0.8336  0.25  ]
"(-0.018499999999999999, -0.38179999999999997, -0.46400000000000002, 0.46389999999999998, 0.24929999999999999)",[ 3.5238 -0.5578  0.25  ]
"(-0.1416, 0.36070000000000002, 0.0030999999999999999, -0.043999999999999997, -0.50039999999999996)",[ 3.581  -0.7463  0.25  ]
"(-0.067199999999999996, 0.45929999999999999, -0.43030000000000002, 0.22889999999999999, 0.45889999999999997)",[ 3.016   1.9395  0.25  ]
"(-0.36969999999999997, -0.18729999999999999, -0.078399999999999997, -0.12909999999999999, -0.26729999999999998)",[ 3.1333 -1.6965  0.25  ]
"(-0.021499999999999998, 0.47399999999999998, 0.043200000000000002, -0.028799999999999999, 0.36420000000000002)",[ 2.8174  2.1638  0.25  ]
"(-0.099000000000000005, 0.43070000000000003, 0.47989999999999999, 0.2994, -0.46870000000000001)",[ 3.2834  0.7037  0.25  ]
"(-0.21740000000000001, 0.155, 0.094299999999999995, -0.0562, -0.30499999999999999)",[ 3.624  -0.6339  0.25  ]
"(0.067199999999999996, -0.25040000000000001, 0.18820000000000001, 0.45529999999999998, -0.25969999999999999)",[ 3.5282 -0.634   0.25  ]
"(-0.34820000000000001, -0.052600000000000001, -0.25290000000000001, 0.2364, 0.42759999999999998)",[ 3.5418  0.8915  0.25  ]
"(-0.1169, -0.076600000000000001, 0.033799999999999997, -0.43569999999999998, -0.056899999999999999)",[ 3.4899 -0.8633  0.25  ]
"(0.0287, 0.2205, 0.27939999999999998, 0.23980000000000001, -0.4587)",[ 3.555  -0.0972  0.25  ]
"(-0.42180000000000001, -0.2114, -0.3619, -0.062700000000000006, -0.22120000000000001)",[ 2.8107 -1.9667  0.25  ]
"(-0.2427, -0.33410000000000001, 0.1555, -0.025100000000000001, -0.053800000000000001)",[ 3.5481 -0.8832  0.25  ]
"(0.37080000000000002, -0.21829999999999999, -0.35920000000000002, -0.23949999999999999, -0.13739999999999999)",[ 3.1393 -1.5923  0.25  ]
"(0.074899999999999994, -0.3533, 0.19739999999999999, 0.0281, -0.30380000000000001)",[ 3.3515 -1.4268  0.25  ]
"(0.37169999999999997, -0.45079999999999998, -0.43030000000000002, 0.4365, 0.38879999999999998)",[ 3.5349 -0.0714  0.25  ]
"(0.2293, -0.44109999999999999, 0.3589, -0.46079999999999999, 0.43859999999999999)",[ 3.5836  0.5024  0.25  ]
"(0.21279999999999999, -0.36059999999999998, -0.1009, -0.21029999999999999, -0.4899)",[ 2.4717 -2.469   0.25  ]
"(0.17219999999999999, 0.039699999999999999, 0.29909999999999998, 0.29039999999999999, -0.1797)",[ 3.4901  0.5352  0.25  ]
"(-0.30709999999999998, -0.36220000000000002, -0.23139999999999999, 0.17050000000000001, -0.42249999999999999)",[ 2.622  -2.3278  0.25  ]
"(-0.32069999999999999, -0.37219999999999998, 0.16719999999999999, 0.35599999999999998, 0.078200000000000006)",[ 3.6458 -0.1393  0.25  ]
"(-0.1231, 0.050900000000000001, -0.21959999999999999, 0.33900000000000002, 0.15060000000000001)",[ 3.6535  0.44    0.25  ]
"(-0.2545, -0.37280000000000002, 0.2893, 0.14230000000000001, 0.0964)",[ 3.6628  0.0126  0.25  ]
"(-0.017299999999999999, -0.070499999999999993, 0.0077000000000000002, 0.12509999999999999, 0.19020000000000001)",[ 3.6547  0.5341  0.25  ]
