"(-0.18729999999999999, -0.47099999999999997, -0.060900000000000003, 0.47920000000000001, -0.191)",[ 3.3014 -1.4064  0.25  ]
"(0.15870000000000001, -0.46999999999999997, 0.36880000000000002, -0.48020000000000002, 0.32969999999999999)",[ 3.6078 -0.0073  0.25  ]
"(0.41870000000000002, -0.38829999999999998, -0.1459, -0.46310000000000001, -0.049500000000000002)",[ 3.0837 -1.5988  0.25  ]
"(0.45960000000000001, -0.38969999999999999, -0.2079, -0.094899999999999998, -0.23069999999999999)",[ 3.0252 -1.8276  0.25  ]
"(0.1129, 0.1973, 0.20630000000000001, -0.32529999999999998, 0.44750000000000001)",[ 3.0988  1.8491  0.25  ]
"(-0.36130000000000001, -0.079799999999999996, 0.14960000000000001, 0.090499999999999997, -0.22009999999999999)",[ 3.5902 -0.7712  0.25  ]
"(-0.4768, 0.21820000000000001, 0.037400000000000003, -0.034799999999999998, 0.35970000000000002)",[ 3.3372  1.4016  0.25  ]
"(-0.19819999999999999, -0.43540000000000001, 0.2147, -0.2056, 0.074399999999999994)",[ 3.5205 -0.831   0.25  ]
"(-0.098100000000000007, 0.18260000000000001, 0.18229999999999999, -0.47870000000000001, -0.22739999999999999)",[ 3.5815 -0.5725  0.25  ]
"(-0.4798, 0.070300000000000001, -0.35959999999999998, -0.2099, 0.1406)",[ 3.4787 -0.4365  0.25  ]
"(-0.24529999999999999, 0.25769999999999998, 0.2576, -0.23200000000000001, 0.057799999999999997)",[ 3.5093  0.933   0.25  ]
"(-0.26629999999999998, -0.1943, -0.1545, 0.19620000000000001, -0.064100000000000004)",[ 3.5525 -0.8718  0.25  ]
"(0.074800000000000005, 0.3619, 0.3821, 0.15290000000000001, 0.051700000000000003)",[ 2.9104  1.8064  0.25  ]
"(-0.10100000000000001, 0.34920000000000001, 0.17860000000000001, -0.32290000000000002, 0.47949999999999998)",[ 2.8462  2.1363  0.25  ]
"(-0.062, 0.23719999999999999, 0.4975, 0.25800000000000001, 0.15670000000000001)",[ 2.7296  1.9846  0.25  ]
"(0.016299999999999999, -0.19589999999999999, -0.30609999999999998, 0.25440000000000002, -0.36520000000000002)",[ 3.1262 -1.7906  0.25  ]
"(-0.151, 0.45629999999999998, 0.3276, -0.28260000000000002, 0.2364)",[ 2.8869  1.9979  0.25  ]
"(-0.44069999999999998, -0.4405, 0.1192, -0.0015, -0.33040000000000003)",[ 2.9033 -2.0253  0.25  ]
"(-0.20569999999999999, -0.19689999999999999, 0.1721, 0.079899999999999999, 0.2336)",[ 3.6431  0.5464  0.25  ]
"(-0.31540000000000001, 0.44619999999999999, -0.1641, -0.46339999999999998, -0.1837)",[ 3.5139 -0.4162  0.25  ]
"(-0.17399999999999999, 0.34870000000000001, 0.108, -0.032899999999999999, 0.39950000000000002)",[ 2.8759  2.1178  0.25  ]
"(0.28739999999999999, -0.30890000000000001, 0.1009, -0.060100000000000001, -0.1792)",[ 3.4479 -1.1873  0.25  ]
"(-0.17929999999999999, -0.46160000000000001, -0.29459999999999997, -0.2475, -0.00020000000000000001)",[ 2.7452 -1.9104  0.25  ]
"(-0.071199999999999999, -0.24229999999999999, -0.2319, 0.047399999999999998, 0.13800000000000001)",[ 3.6156 -0.4868  0.25  ]
"(0.13009999999999999, 0.23980000000000001, 0.2213, -0.2258, -0.47099999999999997)",[ 3.5924 -0.6445  0.25  ]
"(0.16880000000000001, 0.50239999999999996, 0.222, 0.43059999999999998, 0.15210000000000001)",[ 2.3812  2.2215  0.25  ]
"(-0.21460000000000001, 0.1507, 0.28970000000000001, 0.0077000000000000002, 0.2414)",[ 3.2953  1.4924  0.25  ]
"(-0.027400000000000001, 0.0091000000000000004, 0.23899999999999999, 0.018700000000000001, 0.27910000000000001)",[ 3.3828  1.3605  0.25  ]
"(-0.47089999999999999, 0.24979999999999999, -0.33119999999999999, 0.20580000000000001, -0.41949999999999998)",[ 3.3371 -1.3768  0.25  ]
"(-0.067699999999999996, 0.42309999999999998, 0.1124, 0.51290000000000002, 0.22259999999999999)",[ 2.5977  2.1576  0.25  ]
"(-0.25119999999999998, 0.4123, -0.0055999999999999999, -0.42309999999999998, -0.39879999999999999)",[ 3.5009 -0.7829  0.25  ]
"(-0.437, -0.34689999999999999, -0.13689999999999999, 0.50380000000000003, -0.3574)",[ 3.069  -1.8202  0.25  ]
"(-0.20050000000000001, 0.36770000000000003, 0.1971, -0.27410000000000001, -0.41189999999999999)",[ 3.6035 -0.4597  0.25  ]
"(0.088800000000000004, 0.36909999999999998, -0.00059999999999999995, -0.37040000000000001, -0.47110000000000002)",[ 3.5043 -0.965   0.25  ]
"(0.1056, -0.22900000000000001, -0.39810000000000001, 0.31369999999999998, 0.43030000000000002)",[ 3.5853  0.5475  0.25  ]
"(0.2094, 0.1077, -0.14269999999999999, 0.35639999999999999, -0.34200000000000003)",[ 3.5804 -0.5985  0.25  ]
"(-0.32179999999999997, 0.39269999999999999, 0.31340000000000001, 0.0048999999999999998, 0.15210000000000001)",[ 3.0216  1.8102  0.25  ]
"(0.19270000000000001, -0.29070000000000001, -0.090300000000000005, -0.34889999999999999, -0.3407)",[ 2.861  -2.0587  0.25  ]
"(0.18340000000000001, -0.23899999999999999, 0.21099999999999999, -0.30819999999999997, -0.48859999999999998)",[ 3.047 -1.93   0.25 ]
"(0.0241, 0.30299999999999999, -0.41560000000000002, 0.092999999999999999, -0.39679999999999999)",[ 3.4801 -1.0976  0.25  ]
"(0.28050000000000003, 0.40289999999999998, 0.48320000000000002, 0.34370000000000001, 0.34260000000000002)",[ 1.6907  2.5544  0.25  ]
"(-0.24279999999999999, -0.051900000000000002, 0.32729999999999998, 0.46800000000000003, -0.16209999999999999)",[ 3.5379  0.3355  0.25  ]
"(0.39900000000000002, -0.1852, -0.065799999999999997, 0.062399999999999997, -0.42509999999999998)",[ 3.1768 -1.7134  0.25  ]
"(-0.032500000000000001, -0.028799999999999999, 0.16070000000000001, -0.42870000000000003, 0.25159999999999999)",[ 3.6063  0.548   0.25  ]
"(0.0050000000000000001, 0.2099, 0.25900000000000001, 0.097000000000000003, 0.13059999999999999)",[ 3.2932  1.4309  0.25  ]
"(0.090999999999999998, 0.4037, -0.34670000000000001, -0.2863, 0.40400000000000003)",[ 3.3126  1.3833  0.25  ]
"(0.2495, -0.21890000000000001, 0.29409999999999997, 0.0373, -0.39069999999999999)",[ 3.4856 -1.0162  0.25  ]
"(0.0276, -0.28910000000000002, -0.24149999999999999, 0.27410000000000001, 0.34970000000000001)",[ 3.6387  0.287   0.25  ]
"(0.40400000000000003, 0.2334, -0.075600000000000001, 0.35630000000000001, -0.10730000000000001)",[ 3.4787  0.6924  0.25  ]
"(-0.24679999999999999, -0.26450000000000001, 0.0063, 0.11749999999999999, -0.015100000000000001)",[ 3.6003 -0.7023  0.25  ]
"(0.37880000000000003, -0.20860000000000001, -0.089300000000000004, -0.38600000000000001, -0.44819999999999999)",[ 2.7986 -2.1504  0.25  ]
"(-0.1303, -0.1176, -0.28470000000000001, 0.1479, -0.069199999999999998)",[ 3.5521 -0.8549  0.25  ]
"(-0.19320000000000001, 0.0095999999999999992, -0.028500000000000001, -0.18579999999999999, -0.38109999999999999)",[ 3.3195 -1.4773  0.25  ]
"(0.0047999999999999996, -0.11940000000000001, -0.028000000000000001, 0.053400000000000003, 0.0395)",[ 3.6919 -0.1901  0.25  ]
"(0.42299999999999999, -0.48349999999999999, 0.067500000000000004, 0.32990000000000003, -0.44419999999999998)",[ 3.0136 -1.7979  0.25  ]
"(-0.35039999999999999, 0.2051, -0.22420000000000001, 0.037499999999999999, 0.31480000000000002)",[ 3.496   1.0384  0.25  ]
"(-0.049000000000000002, 0.1072, 0.32779999999999998, 0.3281, 0.20669999999999999)",[ 3.0203  1.7507  0.25  ]
"(0.075200000000000003, -0.30669999999999997, 0.093899999999999997, 0.32179999999999997, -0.39700000000000002)",[ 3.2974 -1.4746  0.25  ]
"(0.33229999999999998, 0.2215, -0.36130000000000001, -0.27479999999999999, 0.37280000000000002)",[ 3.4975  0.8868  0.25  ]
"(0.046199999999999998, 0.35120000000000001, -0.3196, -0.1716, -0.098299999999999998)",[ 3.6368 -0.2677  0.25  ]
"(0.1714, 0.0441, 0.30370000000000003, -0.35630000000000001, -0.34560000000000002)",[ 3.5821 -0.7497  0.25  ]
"(0.21329999999999999, -0.21179999999999999, 0.088400000000000006, -0.0022000000000000001, 0.46789999999999998)",[ 3.472   1.1675  0.25  ]
"(0.15790000000000001, -0.038800000000000001, -0.099299999999999999, 0.041399999999999999, 0.42159999999999997)",[ 3.4603  1.2196  0.25  ]
"(-0.22700000000000001, -0.34760000000000002, 0.45150000000000001, 0.064199999999999993, 0.093100000000000002)",[ 3.635   0.2621  0.25  ]
"(-0.090200000000000002, 0.40029999999999999, 0.40989999999999999, -0.44969999999999999, 0.0499)",[ 3.3227  1.2711  0.25  ]
"(0.48110000000000003, -0.34899999999999998, 0.072300000000000003, -0.35560000000000003, -0.12920000000000001)",[ 3.3765 -1.2456  0.25  ]
"(-0.058599999999999999, 0.45540000000000003, 0.13489999999999999, 0.17460000000000001, -0.1341)",[ 3.3796  1.1089  0.25  ]
"(-0.48620000000000002, -0.1255, 0.16370000000000001, -0.22559999999999999, 0.33429999999999999)",[ 3.5708  0.5407  0.25  ]
"(-0.048899999999999999, -0.35399999999999998, -0.074200000000000002, 0.024799999999999999, -0.28420000000000001)",[ 3.0338 -1.9081  0.25  ]
"(-0.14299999999999999, 0.48399999999999999, -0.42480000000000001, 0.46960000000000002, 0.48330000000000001)",[ 2.7326  2.2279  0.25  ]
"(-0.2762, 0.33850000000000002, 0.21929999999999999, 0.30930000000000002, 0.098199999999999996)",[ 3.0681  1.6957  0.25  ]
"(-0.093799999999999994, -0.4803, -0.2787, 0.47370000000000001, -0.35060000000000002)",[ 2.8089 -2.1076  0.25  ]
